N°;Pedido;Fecha;Cliente;Segemento;Ventas [unid];Ventas [$]
4122;894172;13/2/2021;10;Segmento 3;1;88,95
4123;680023;19/9/2021;7;Segmento 4;10;556,34
4124;982256;28/12/2021;14;Segmento 6;1;59,98
4125;716061;10/10/2021;6;Segmento 7;10;538,27
4126;941622;19/11/2021;24;Segmento 8;6;208,62
4127;465160;28/4/2021;5;Segmento 8;8;331,04
4128;667970;19/9/2021;20;Segmento 1;2;176,31
4129;367070;7/4/2021;31;Segmento 4;4;340,42
4130;312895;13/6/2021;35;Segmento 4;4;169,14
4131;5103;16/12/2021;31;Segmento 7;5;143,9
4132;462061;2/3/2021;10;Segmento 1;0;0
4133;190131;14/6/2021;15;Segmento 6;2;114,46
4134;285641;1/2/2021;1;Segmento 6;9;732,06
4135;866315;23/10/2021;23;Segmento 4;8;406,09
4136;223638;12/6/2021;17;Segmento 2;0;0
4137;103953;10/11/2021;23;Segmento 7;4;68,81
4138;525247;13/7/2021;7;Segmento 3;1;14,33
4139;672994;17/3/2021;7;Segmento 7;10;309,5
4140;802780;15/11/2021;3;Segmento 5;10;744,55
4141;622407;19/10/2021;31;Segmento 2;3;18,42
4142;254880;11/12/2021;16;Segmento 8;7;170,34
4143;338599;30/11/2021;15;Segmento 2;4;22,88
4144;98865;4/10/2021;16;Segmento 5;0;0
4145;674588;2/10/2021;9;Segmento 1;0;0
4146;640571;14/3/2021;5;Segmento 3;0;0
4147;613349;14/4/2021;11;Segmento 5;0;0
4148;806818;1/4/2021;8;Segmento 8;1;64,08
4149;766036;14/9/2021;1;Segmento 6;5;369,85
4150;431098;21/12/2021;15;Segmento 7;6;274,39
4151;887912;5/5/2021;29;Segmento 3;10;884,09
4152;302899;26/10/2021;28;Segmento 2;0;0
4153;232287;13/7/2021;2;Segmento 4;8;678,05
4154;603074;20/7/2021;25;Segmento 7;5;332,7
4155;72657;20/12/2021;6;Segmento 8;8;370,01
4156;706052;19/4/2021;10;Segmento 8;5;111,16
4157;778932;27/11/2021;1;Segmento 5;9;418,41
4158;396935;7/9/2021;13;Segmento 2;7;694,77
4159;165533;22/3/2021;33;Segmento 6;9;116,56
4160;307641;22/1/2021;21;Segmento 7;5;386,26
4161;70050;10/2/2021;23;Segmento 8;0;0
4162;868431;12/10/2021;32;Segmento 1;5;383,58
4163;186980;15/8/2021;19;Segmento 3;2;167,43
4164;210394;25/6/2021;1;Segmento 4;5;369,44
4165;329335;13/2/2021;4;Segmento 2;9;810,46
4166;125466;5/9/2021;8;Segmento 6;5;120,07
4167;112917;6/6/2021;12;Segmento 5;1;36,62
4168;440851;25/2/2021;4;Segmento 2;8;695,29
4169;138472;9/12/2021;1;Segmento 5;0;0
4170;742803;16/10/2021;23;Segmento 6;5;288,61
4171;876186;1/10/2021;28;Segmento 1;7;643,59
4172;384745;6/3/2021;7;Segmento 6;4;369,78
4173;706705;16/2/2021;19;Segmento 1;5;53,07
4174;643415;15/5/2021;34;Segmento 1;1;9,66
4175;995443;23/10/2021;24;Segmento 6;7;580,48
4176;50188;13/10/2021;17;Segmento 8;3;2,63
4177;718580;1/3/2021;34;Segmento 8;6;498,19
4178;115944;25/1/2021;12;Segmento 1;5;483,65
4179;293005;5/8/2021;2;Segmento 3;5;304,73
4180;62496;10/6/2021;4;Segmento 3;1;10,43
4181;461712;28/1/2021;31;Segmento 5;5;346,05
4182;218576;1/5/2021;9;Segmento 5;4;334,03
4183;323463;18/7/2021;30;Segmento 5;1;70,25
4184;918367;8/9/2021;29;Segmento 3;5;28,63
4185;639307;13/6/2021;7;Segmento 4;4;249,72
4186;40060;7/1/2021;19;Segmento 3;6;156,24
4187;363522;24/8/2021;19;Segmento 4;9;631,33
4188;382681;4/11/2021;9;Segmento 2;5;206,12
4189;609318;20/12/2021;18;Segmento 2;3;261,21
4190;379387;14/7/2021;23;Segmento 7;4;396,52
4191;294342;16/3/2021;7;Segmento 1;5;152,25
4192;142236;28/10/2021;18;Segmento 8;2;66,19
4193;284932;7/6/2021;4;Segmento 1;2;68,28
4194;959097;17/3/2021;26;Segmento 5;5;289,35
4195;657987;7/10/2021;20;Segmento 4;3;78,33
4196;127980;15/11/2021;4;Segmento 3;10;604,88
4197;609228;4/3/2021;15;Segmento 7;4;286,91
4198;962994;12/12/2021;16;Segmento 4;5;227,38
4199;833450;24/12/2021;8;Segmento 5;5;376,74
4200;216733;11/12/2021;11;Segmento 1;4;9,28
4201;730243;25/1/2021;5;Segmento 5;3;186,42
4202;750309;13/4/2021;2;Segmento 1;0;0
4203;885135;27/8/2021;5;Segmento 3;1;70,5
4204;692740;4/1/2021;33;Segmento 2;1;36,9
4205;94205;11/2/2021;7;Segmento 2;2;149,42
4206;553250;20/5/2021;17;Segmento 1;1;90,33
4207;231575;1/8/2021;14;Segmento 5;6;521,41
4208;472242;2/10/2021;4;Segmento 2;6;213,22
4209;799275;7/2/2021;16;Segmento 6;4;216,05
4210;106301;9/7/2021;5;Segmento 3;2;82,56
4211;33442;27/2/2021;7;Segmento 1;1;37,01
4212;794884;1/1/2021;10;Segmento 8;3;260,39
4213;482294;8/3/2021;18;Segmento 4;10;574,37
4214;50943;21/4/2021;17;Segmento 3;8;23,97
4215;337707;1/8/2021;14;Segmento 3;3;178,23
4216;134964;8/8/2021;8;Segmento 3;8;560,57
4217;229132;9/11/2021;9;Segmento 8;6;501
4218;897967;8/12/2021;31;Segmento 1;3;111,24
4219;911319;16/3/2021;28;Segmento 7;7;195,55
4220;645423;8/2/2021;13;Segmento 7;10;712,06
4221;294023;17/12/2021;9;Segmento 6;5;283,05
4222;868974;29/4/2021;2;Segmento 7;8;180,77
4223;423781;11/2/2021;13;Segmento 5;9;677,75
4224;18563;14/1/2021;27;Segmento 7;5;297,6
4225;558461;25/1/2021;30;Segmento 5;2;160,21
4226;825382;29/6/2021;17;Segmento 5;6;422,14
4227;947709;26/10/2021;25;Segmento 2;7;61,77
4228;229077;2/6/2021;28;Segmento 8;6;273,65
4229;464292;17/9/2021;35;Segmento 3;1;83,85
4230;62607;22/4/2021;6;Segmento 5;1;5,18
4231;791775;12/5/2021;5;Segmento 6;5;28,44
4232;37584;5/1/2021;31;Segmento 8;1;70,22
4233;423198;25/3/2021;5;Segmento 5;6;61,72
4234;155760;23/11/2021;5;Segmento 2;2;191,55
4235;860836;30/3/2021;7;Segmento 6;1;79,38
4236;865171;13/1/2021;27;Segmento 7;4;270,45
4237;974274;24/5/2021;3;Segmento 4;2;150,23
4238;658566;28/6/2021;12;Segmento 3;3;33,22
4239;483642;8/7/2021;30;Segmento 7;6;373,43
4240;551514;1/2/2021;12;Segmento 1;6;436,56
4241;640826;7/12/2021;32;Segmento 5;5;305,9
4242;191749;17/12/2021;4;Segmento 7;9;527,35
4243;322991;8/10/2021;24;Segmento 6;9;486,01
4244;880176;1/7/2021;31;Segmento 1;5;217,05
4245;106286;12/10/2021;30;Segmento 6;5;366,61
4246;698268;30/7/2021;3;Segmento 2;0;0
4247;390861;7/3/2021;24;Segmento 3;9;400,39
4248;569574;7/1/2021;2;Segmento 1;10;879,97
4249;518423;7/7/2021;19;Segmento 7;1;60,81
4250;4206;29/11/2021;10;Segmento 2;5;116,15
4251;203877;9/9/2021;12;Segmento 2;3;51,52
4252;659319;7/3/2021;33;Segmento 6;5;380,59
4253;679333;4/4/2021;12;Segmento 2;7;327,35
4254;629096;19/9/2021;4;Segmento 1;1;55,05
4255;841586;15/9/2021;5;Segmento 7;0;0
4256;377266;19/11/2021;28;Segmento 6;8;157,2
4257;808467;23/7/2021;28;Segmento 7;9;324,62
4258;389772;7/6/2021;23;Segmento 1;7;436,38
4259;290032;4/1/2021;6;Segmento 5;8;238,28
4260;833143;13/2/2021;27;Segmento 3;5;334,81
4261;681527;24/1/2021;35;Segmento 7;0;0
4262;53262;9/5/2021;21;Segmento 2;7;289,25
4263;455733;15/12/2021;10;Segmento 2;2;122,02
4264;355343;6/1/2021;10;Segmento 3;3;272,89
4265;816985;13/4/2021;8;Segmento 7;10;755,86
4266;264222;7/8/2021;5;Segmento 2;3;75,12
4267;923487;7/1/2021;35;Segmento 3;7;526,47
4268;522743;23/6/2021;19;Segmento 1;3;282,22
4269;881088;5/1/2021;6;Segmento 4;0;0
4270;169674;28/3/2021;28;Segmento 6;6;566,61
4271;733282;15/9/2021;20;Segmento 8;7;128,06
4272;103553;4/9/2021;7;Segmento 6;0;0
4273;677532;24/4/2021;5;Segmento 8;3;213,45
4274;832554;7/2/2021;33;Segmento 6;6;534,43
4275;875137;7/2/2021;20;Segmento 4;6;565,63
4276;391779;24/11/2021;11;Segmento 6;6;278,09
4277;4934;14/9/2021;31;Segmento 7;9;895,07
4278;196419;23/6/2021;27;Segmento 2;10;496,34
4279;12937;8/6/2021;8;Segmento 6;9;809,06
4280;508145;16/11/2021;35;Segmento 7;6;410,34
4281;502541;2/12/2021;15;Segmento 8;9;91,14
4282;551506;17/1/2021;19;Segmento 4;4;87,43
4283;412603;26/11/2021;11;Segmento 4;10;983,82
4284;4475;12/3/2021;25;Segmento 6;4;310,2
4285;254575;29/7/2021;12;Segmento 1;4;250,83
4286;808427;8/9/2021;25;Segmento 7;9;645,94
4287;931523;21/6/2021;28;Segmento 5;7;14,93
4288;883050;7/4/2021;5;Segmento 2;3;117,68
4289;822044;25/12/2021;13;Segmento 3;8;320,3
4290;178892;27/6/2021;12;Segmento 7;5;279,8
4291;474030;17/5/2021;34;Segmento 3;6;43,69
4292;66925;9/4/2021;2;Segmento 3;6;250,93
4293;466362;17/9/2021;6;Segmento 4;1;5,12
4294;901642;25/7/2021;17;Segmento 8;10;90,99
4295;240610;7/1/2021;3;Segmento 5;2;181,46
4296;285921;19/2/2021;26;Segmento 6;4;11,57
4297;893395;24/5/2021;20;Segmento 4;3;125,76
4298;805482;22/4/2021;13;Segmento 8;3;112,92
4299;636333;23/11/2021;28;Segmento 8;1;52,89
4300;271944;27/4/2021;27;Segmento 7;9;334,2
4301;656056;22/11/2021;31;Segmento 2;4;48,16
4302;631013;10/10/2021;8;Segmento 3;3;23,26
4303;514225;29/11/2021;29;Segmento 5;5;364,25
4304;929517;21/11/2021;8;Segmento 3;0;0
4305;14969;6/6/2021;7;Segmento 8;4;240,09
4306;663059;29/4/2021;11;Segmento 4;8;487,88
4307;947611;19/3/2021;3;Segmento 7;0;0
4308;251265;12/3/2021;27;Segmento 7;0;0
4309;836610;18/5/2021;18;Segmento 5;6;328,29
4310;404975;2/4/2021;30;Segmento 7;4;66,09
4311;750297;30/1/2021;25;Segmento 1;7;561,04
4312;936858;28/8/2021;35;Segmento 5;9;674,13
4313;530785;23/6/2021;12;Segmento 3;7;581,1
4314;611258;22/7/2021;15;Segmento 2;6;69,7
4315;485261;5/9/2021;29;Segmento 5;8;280,84
4316;40443;23/6/2021;10;Segmento 4;7;565,21
4317;856164;10/5/2021;34;Segmento 4;6;254,11
4318;669346;19/5/2021;31;Segmento 4;9;719,32
4319;479888;5/1/2021;6;Segmento 4;3;292,19
4320;558173;14/3/2021;24;Segmento 8;3;120,08
4321;765555;14/10/2021;10;Segmento 6;6;269,46
4322;742008;21/9/2021;21;Segmento 4;7;505
4323;628464;30/6/2021;1;Segmento 3;7;426,66
4324;959465;10/3/2021;18;Segmento 7;3;220,61
4325;621037;10/2/2021;24;Segmento 3;8;223,73
4326;726039;21/10/2021;15;Segmento 3;0;0
4327;109701;20/3/2021;20;Segmento 5;9;508,12
4328;180050;2/2/2021;23;Segmento 2;7;244,17
4329;289274;4/1/2021;27;Segmento 1;6;566,35
4330;636644;8/8/2021;5;Segmento 4;5;395,55
4331;912769;5/11/2021;34;Segmento 6;4;375,71
4332;55689;29/1/2021;14;Segmento 6;4;231,34
4333;604021;14/1/2021;19;Segmento 5;4;79,11
4334;277966;4/12/2021;13;Segmento 4;0;0
4335;324816;18/3/2021;28;Segmento 7;4;158,7
4336;974121;18/5/2021;3;Segmento 5;2;8,18
4337;657393;13/1/2021;10;Segmento 2;9;706,87
4338;758739;23/2/2021;31;Segmento 1;1;79,18
4339;36258;15/1/2021;11;Segmento 5;4;376,85
4340;236920;25/6/2021;22;Segmento 5;2;190,28
4341;592373;25/1/2021;17;Segmento 6;8;0,71
4342;315051;25/10/2021;28;Segmento 8;10;436,53
4343;674075;18/6/2021;15;Segmento 2;3;211,11
4344;81486;11/2/2021;22;Segmento 2;9;338,21
4345;677485;25/4/2021;6;Segmento 3;10;152,06
4346;889397;20/7/2021;15;Segmento 6;8;538,58
4347;939822;10/4/2021;8;Segmento 3;3;72,4
4348;208305;12/6/2021;14;Segmento 2;0;0
4349;699556;28/6/2021;33;Segmento 8;3;154,3
4350;120391;14/5/2021;2;Segmento 8;5;413,58
4351;647050;23/3/2021;25;Segmento 3;3;253,7
4352;746637;20/9/2021;7;Segmento 6;4;159,54
4353;822980;6/4/2021;19;Segmento 7;2;124,86
4354;529416;13/3/2021;34;Segmento 5;8;763,9
4355;179721;9/12/2021;1;Segmento 5;5;161,25
4356;26676;30/3/2021;34;Segmento 6;4;226,48
4357;648697;14/7/2021;6;Segmento 7;2;38,59
4358;822173;8/12/2021;32;Segmento 3;4;377,37
4359;659655;7/6/2021;24;Segmento 4;4;198,47
4360;243336;13/11/2021;4;Segmento 2;8;124,62
4361;191703;21/10/2021;22;Segmento 1;4;37,49
4362;740072;31/5/2021;28;Segmento 8;9;258,11
4363;233129;16/8/2021;1;Segmento 5;1;9,87
4364;440577;15/10/2021;3;Segmento 2;0;0
4365;81478;14/8/2021;26;Segmento 7;2;60,89
4366;645789;9/2/2021;18;Segmento 6;8;80,21
4367;780986;16/11/2021;4;Segmento 7;0;0
4368;145124;8/6/2021;31;Segmento 2;3;49,16
4369;367901;13/10/2021;30;Segmento 8;9;696,79
4370;53942;26/5/2021;5;Segmento 5;3;162,26
4371;363079;14/2/2021;16;Segmento 7;6;569,94
4372;909929;19/3/2021;30;Segmento 8;10;729,85
4373;877046;11/1/2021;7;Segmento 8;6;461,36
4374;196725;9/8/2021;5;Segmento 4;8;286,93
4375;192602;5/9/2021;20;Segmento 1;2;146,4
4376;681375;23/3/2021;26;Segmento 7;6;586,55
4377;992994;12/10/2021;22;Segmento 6;3;94,5
4378;453296;25/10/2021;5;Segmento 8;0;0
4379;823392;23/2/2021;8;Segmento 1;7;652,3
4380;752717;6/9/2021;22;Segmento 6;4;384,88
4381;427195;7/11/2021;25;Segmento 6;9;334,34
4382;48837;30/7/2021;21;Segmento 7;8;503,72
4383;666903;6/3/2021;30;Segmento 5;3;44,85
4384;775572;23/9/2021;8;Segmento 1;7;218,94
4385;723459;4/5/2021;35;Segmento 8;1;47,08
4386;690372;15/5/2021;2;Segmento 5;8;614,92
4387;102233;14/11/2021;12;Segmento 5;9;693,6
4388;587257;23/8/2021;14;Segmento 8;7;285,32
4389;121884;14/4/2021;1;Segmento 2;3;90,47
4390;729295;11/12/2021;20;Segmento 3;0;0
4391;803741;14/10/2021;12;Segmento 3;3;66,63
4392;347416;17/1/2021;33;Segmento 1;2;113,39
4393;971376;25/3/2021;6;Segmento 4;1;55,87
4394;971557;11/12/2021;23;Segmento 6;0;0
4395;559187;3/2/2021;23;Segmento 4;9;242,79
4396;998752;30/6/2021;14;Segmento 8;9;857,41
4397;434908;30/12/2021;22;Segmento 6;1;13,9
4398;990259;26/1/2021;27;Segmento 4;2;37,78
4399;633464;12/11/2021;16;Segmento 6;3;59,84
4400;197241;26/8/2021;22;Segmento 6;4;19,53
4401;603533;3/7/2021;17;Segmento 8;4;213,03
4402;388152;14/9/2021;34;Segmento 8;0;0
4403;166075;13/9/2021;5;Segmento 3;3;58,02
4404;868457;19/10/2021;18;Segmento 4;5;113,82
4405;801257;2/11/2021;20;Segmento 8;2;31,99
4406;660708;12/7/2021;9;Segmento 3;7;11,31
4407;530967;24/11/2021;12;Segmento 8;5;494,37
4408;385938;12/1/2021;13;Segmento 8;6;580,83
4409;595786;21/9/2021;3;Segmento 7;3;272,9
4410;502005;2/9/2021;35;Segmento 8;8;219,3
4411;380748;21/3/2021;18;Segmento 6;4;283,27
4412;599555;12/4/2021;1;Segmento 4;3;201,29
4413;879177;31/10/2021;34;Segmento 1;9;510,4
4414;324722;20/7/2021;23;Segmento 3;1;72,32
4415;620594;5/10/2021;16;Segmento 4;4;1,86
4416;940345;3/12/2021;8;Segmento 8;4;238,26
4417;68547;13/5/2021;14;Segmento 3;6;562,58
4418;435879;6/5/2021;4;Segmento 5;5;34,57
4419;725265;19/8/2021;2;Segmento 2;3;95,15
4420;505475;15/3/2021;22;Segmento 7;3;125,75
4421;476448;2/11/2021;24;Segmento 4;3;297,4
4422;104381;8/12/2021;25;Segmento 1;3;76,99
4423;297916;17/4/2021;27;Segmento 5;4;104,66
4424;948520;22/5/2021;8;Segmento 8;3;255,5
4425;578304;17/4/2021;10;Segmento 6;3;70,35
4426;821796;10/6/2021;11;Segmento 1;4;215,32
4427;194438;2/4/2021;5;Segmento 8;10;662,34
4428;446633;30/4/2021;6;Segmento 1;4;40,6
4429;640749;15/5/2021;17;Segmento 3;3;237,86
4430;838400;29/8/2021;34;Segmento 7;1;52,98
4431;762870;1/12/2021;2;Segmento 8;9;799,08
4432;257011;15/10/2021;31;Segmento 7;3;203,26
4433;385628;21/3/2021;11;Segmento 4;4;87,67
4434;555237;20/3/2021;22;Segmento 4;3;85,93
4435;720241;7/11/2021;19;Segmento 6;1;0,11
4436;437693;23/4/2021;5;Segmento 5;5;205,19
4437;560228;20/2/2021;24;Segmento 8;6;461,11
4438;88259;29/10/2021;30;Segmento 3;8;572,56
4439;947559;15/11/2021;27;Segmento 7;3;213,37
4440;218289;12/6/2021;8;Segmento 7;7;410,48
4441;141631;17/3/2021;10;Segmento 3;9;537,6
4442;473379;27/6/2021;12;Segmento 4;8;141,17
4443;419918;22/8/2021;30;Segmento 7;5;463,64
4444;636419;10/11/2021;34;Segmento 7;2;112,21
4445;539037;2/6/2021;35;Segmento 3;5;446,63
4446;854385;19/3/2021;35;Segmento 5;3;100,23
4447;818336;3/6/2021;7;Segmento 1;1;51,79
4448;494381;25/1/2021;35;Segmento 7;2;140,16
4449;193656;9/7/2021;34;Segmento 1;1;21,17
4450;394689;26/6/2021;29;Segmento 3;0;0
4451;637382;9/12/2021;18;Segmento 5;2;185,9
4452;369082;22/10/2021;14;Segmento 6;5;449,92
4453;871484;19/3/2021;14;Segmento 6;6;583,79
4454;67980;9/3/2021;33;Segmento 2;6;92,57
4455;433512;8/5/2021;16;Segmento 5;4;144,89
4456;383356;19/9/2021;35;Segmento 6;2;12,09
4457;408227;2/4/2021;29;Segmento 2;7;44,77
4458;748715;17/6/2021;5;Segmento 1;8;304,69
4459;31171;15/3/2021;11;Segmento 6;5;482,85
4460;924788;23/8/2021;20;Segmento 1;6;342,72
4461;694369;11/9/2021;5;Segmento 1;5;105,04
4462;511124;17/7/2021;3;Segmento 4;7;318,42
4463;542309;11/7/2021;12;Segmento 5;8;205,66
4464;762350;30/5/2021;25;Segmento 2;8;679,6
4465;465992;17/6/2021;11;Segmento 6;8;107,48
4466;722014;15/2/2021;17;Segmento 3;4;33,77
4467;373819;18/11/2021;10;Segmento 4;7;180,51
4468;370530;31/7/2021;14;Segmento 6;5;227,7
4469;908564;27/3/2021;23;Segmento 6;10;603,67
4470;265066;17/11/2021;19;Segmento 3;6;212,52
4471;271686;1/6/2021;30;Segmento 8;7;376,97
4472;843654;19/7/2021;1;Segmento 8;4;253,64
4473;869056;1/8/2021;35;Segmento 4;6;521,04
4474;974349;4/11/2021;27;Segmento 1;1;95,22
4475;16164;18/6/2021;33;Segmento 3;1;95,28
4476;820861;4/4/2021;18;Segmento 2;9;659,9
4477;376398;14/2/2021;15;Segmento 8;8;215,34
4478;511671;21/1/2021;30;Segmento 2;7;70,75
4479;191528;14/2/2021;22;Segmento 5;7;644,34
4480;682806;31/10/2021;18;Segmento 6;9;528,03
4481;389252;26/5/2021;23;Segmento 1;7;694,14
4482;990876;25/4/2021;11;Segmento 2;2;68,05
4483;554278;23/2/2021;28;Segmento 1;9;6,95
4484;82861;1/10/2021;34;Segmento 5;1;44,07
4485;335359;14/10/2021;25;Segmento 6;0;0
4486;607270;20/1/2021;16;Segmento 7;3;126,13
4487;625075;23/3/2021;21;Segmento 1;1;86,82
4488;596675;6/6/2021;3;Segmento 1;2;25,51
4489;203840;12/9/2021;25;Segmento 2;6;21,07
4490;149504;17/11/2021;31;Segmento 2;1;77,46
4491;66040;24/5/2021;9;Segmento 2;9;302,86
4492;509330;18/11/2021;5;Segmento 6;1;56,01
4493;886876;12/12/2021;2;Segmento 1;1;7,74
4494;574662;24/5/2021;34;Segmento 7;6;493,76
4495;819004;19/1/2021;20;Segmento 6;1;61,74
4496;136721;29/10/2021;22;Segmento 8;4;220,58
4497;242575;27/1/2021;23;Segmento 6;7;625,28
4498;30894;5/11/2021;27;Segmento 3;1;54,76
4499;461957;2/2/2021;23;Segmento 7;7;686,87
4500;179861;29/9/2021;27;Segmento 1;8;710,22
4501;835428;20/9/2021;1;Segmento 2;3;204,48
4502;912615;17/11/2021;13;Segmento 4;1;91,34
4503;179424;30/7/2021;19;Segmento 6;8;249,2
4504;523047;21/9/2021;22;Segmento 6;4;126,66
4505;349067;1/10/2021;17;Segmento 1;6;9,14
4506;477491;4/4/2021;14;Segmento 5;1;90,89
4507;274382;6/9/2021;27;Segmento 6;1;90,71
4508;420311;24/9/2021;7;Segmento 7;1;86,36
4509;754300;31/1/2021;22;Segmento 7;9;430,06
4510;68411;21/4/2021;20;Segmento 2;10;77,68
4511;943694;9/9/2021;3;Segmento 2;4;254,13
4512;978024;19/10/2021;27;Segmento 8;5;17,41
4513;884085;8/2/2021;9;Segmento 2;1;25,61
4514;711800;23/6/2021;21;Segmento 5;4;214,07
4515;933010;28/10/2021;26;Segmento 7;5;152,22
4516;973897;11/7/2021;32;Segmento 4;8;250,47
4517;180337;9/4/2021;29;Segmento 3;1;32,81
4518;994488;27/5/2021;35;Segmento 8;1;89,5
4519;655136;4/2/2021;3;Segmento 8;4;203,25
4520;403300;20/10/2021;7;Segmento 2;7;513,39
4521;373197;5/6/2021;35;Segmento 1;3;19,88
4522;703578;29/8/2021;11;Segmento 5;2;57,08
4523;605334;12/8/2021;4;Segmento 4;10;372,94
4524;368268;14/5/2021;4;Segmento 5;5;417,36
4525;882030;15/5/2021;3;Segmento 4;7;607,97
4526;707897;26/4/2021;3;Segmento 8;4;385,51
4527;878245;27/3/2021;23;Segmento 6;3;199,57
4528;238621;14/11/2021;28;Segmento 5;3;52,42
4529;194542;7/3/2021;21;Segmento 2;3;288,18
4530;347762;24/12/2021;34;Segmento 5;6;102,47
4531;346030;17/2/2021;19;Segmento 1;1;18,78
4532;385928;27/6/2021;19;Segmento 7;2;29,8
4533;793036;9/2/2021;30;Segmento 7;8;148,75
4534;668670;28/1/2021;27;Segmento 7;2;31,93
4535;736347;23/10/2021;32;Segmento 1;4;85,22
4536;118304;9/1/2021;14;Segmento 6;7;91,78
4537;623950;11/4/2021;14;Segmento 1;5;54,16
4538;659969;16/10/2021;34;Segmento 4;6;259,54
4539;127544;16/10/2021;1;Segmento 2;7;593,05
4540;480123;20/12/2021;3;Segmento 3;4;356,7
4541;23881;18/1/2021;26;Segmento 7;9;826,31
4542;773064;17/9/2021;13;Segmento 8;5;203,24
4543;452740;8/5/2021;13;Segmento 7;8;529,62
4544;966132;7/5/2021;3;Segmento 8;9;409,98
4545;871699;20/1/2021;31;Segmento 6;4;262,38
4546;437312;26/3/2021;12;Segmento 4;5;189,96
4547;533064;15/2/2021;10;Segmento 7;2;28,65
4548;391651;16/4/2021;5;Segmento 3;1;91,59
4549;892724;26/9/2021;5;Segmento 3;7;67,35
4550;542984;22/5/2021;15;Segmento 8;6;179,93
4551;276404;5/6/2021;13;Segmento 5;3;55,25
4552;258256;23/12/2021;28;Segmento 7;4;26
4553;910616;3/8/2021;21;Segmento 3;4;123,45
4554;854443;27/3/2021;31;Segmento 6;4;206,81
4555;349129;5/12/2021;28;Segmento 3;7;678,94
4556;534337;5/8/2021;23;Segmento 5;7;341,27
4557;674192;25/7/2021;28;Segmento 5;7;451,46
4558;450010;23/11/2021;2;Segmento 2;7;282,47
4559;677487;5/10/2021;32;Segmento 1;7;131,62
4560;669748;26/2/2021;24;Segmento 1;4;193,89
4561;585541;5/5/2021;15;Segmento 1;2;132,86
4562;100644;2/2/2021;35;Segmento 7;5;460,13
4563;666495;30/11/2021;25;Segmento 6;10;484,04
4564;411185;21/11/2021;30;Segmento 5;9;351,28
4565;701223;5/12/2021;13;Segmento 2;4;41,55
4566;786244;9/5/2021;1;Segmento 8;1;14,41
4567;957449;8/5/2021;16;Segmento 5;4;52,19
4568;934867;14/2/2021;2;Segmento 5;2;153,6
4569;204396;12/2/2021;28;Segmento 7;3;24,13
4570;691991;1/6/2021;24;Segmento 6;9;86,95
4571;750504;22/5/2021;14;Segmento 3;1;71,57
4572;474618;17/2/2021;15;Segmento 3;7;247,58
4573;975530;11/9/2021;33;Segmento 3;2;179,49
4574;199942;14/8/2021;16;Segmento 6;2;80,66
4575;762422;16/9/2021;11;Segmento 4;6;217,79
4576;240703;4/3/2021;14;Segmento 5;2;15,84
4577;630669;22/6/2021;29;Segmento 7;2;191,19
4578;277220;30/9/2021;15;Segmento 3;2;126,78
4579;976062;31/8/2021;31;Segmento 8;0;0
4580;239428;4/4/2021;20;Segmento 3;5;172,93
4581;870518;5/2/2021;9;Segmento 8;6;312,69
4582;143663;2/2/2021;33;Segmento 8;10;746,99
4583;124334;12/3/2021;6;Segmento 2;7;362,69
4584;689870;7/2/2021;23;Segmento 6;6;347,5
4585;86895;29/5/2021;31;Segmento 4;9;240,29
4586;704183;24/12/2021;19;Segmento 2;10;437,26
4587;263956;4/11/2021;28;Segmento 6;6;89,12
4588;340703;6/10/2021;18;Segmento 1;8;443,72
4589;922604;16/12/2021;7;Segmento 2;6;453,69
4590;772063;5/7/2021;29;Segmento 8;7;472,02
4591;293880;6/12/2021;3;Segmento 8;4;3,83
4592;656570;16/1/2021;34;Segmento 6;5;378,1
4593;34462;15/9/2021;28;Segmento 8;5;210,31
4594;784654;6/8/2021;10;Segmento 3;0;0
4595;999448;20/5/2021;15;Segmento 4;7;563,09
4596;619685;25/3/2021;27;Segmento 3;1;16,94
4597;131234;2/4/2021;33;Segmento 2;8;515,78
4598;321992;2/5/2021;18;Segmento 4;0;0
4599;23432;3/2/2021;22;Segmento 3;9;278,84
4600;393898;7/2/2021;16;Segmento 6;10;865,52
4601;846932;15/3/2021;17;Segmento 8;3;289,51
4602;385488;5/4/2021;16;Segmento 5;4;146,64
4603;793861;1/3/2021;5;Segmento 7;6;249,59
4604;568818;7/6/2021;8;Segmento 4;6;245,37
4605;184714;11/10/2021;10;Segmento 1;4;64,75
4606;53296;12/6/2021;5;Segmento 1;7;67,82
4607;197147;29/1/2021;22;Segmento 1;1;52,82
4608;520618;8/7/2021;21;Segmento 1;2;111,97
4609;894313;21/11/2021;21;Segmento 2;9;894,12
4610;70886;19/3/2021;11;Segmento 6;8;230,31
4611;661495;19/2/2021;5;Segmento 7;9;122,57
4612;840678;15/2/2021;25;Segmento 1;3;164,09
4613;519881;27/9/2021;27;Segmento 3;4;245,68
4614;717867;12/9/2021;34;Segmento 4;2;154,87
4615;1517;27/11/2021;27;Segmento 2;2;60,91
4616;252803;14/4/2021;4;Segmento 6;6;35,16
4617;503802;13/5/2021;2;Segmento 5;2;55,48
4618;649197;20/7/2021;15;Segmento 1;2;33,71
4619;468671;23/7/2021;25;Segmento 4;3;55
4620;529136;6/4/2021;33;Segmento 1;0;0
4621;333241;2/8/2021;6;Segmento 8;10;987,83
4622;309923;15/6/2021;21;Segmento 4;1;11,36
